"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"",7.80784128849773,4.02985356825689,2.51865848016056,3.27425602420872,1.51119508809633,2.51865848016056,1.76306093611239,8.81530468056195,0.503731696032111,3.77798772024083,8.56343883254589,5.54104865635323,1.76306093611239,3.02239017619267,3.27425602420872,4.02985356825689,4.28171941627295,0.755597544048167,2.2667926321445,7.05224374444956,0.025246570551386,0.0275269110904495,0.0246929977652858,0.0235603182037765,0.0246713649148702,0.0263643526095512,0.0248146483780986,0.0240572556947487,0.0242406772481785,0.0264707830938163,0.0248334536300517,0.0247531350671848,0.0214749799176462,0.0252568949299337,0.0263516012098621,0.0210933844917224,0.0250391888821419,0.0260845580041054,0.0268809079418127,0.0226881623360924,0.0262691923654695,0.0269823438990065,0.024975580439111,0.0260470974277355,0.0248568030346453,0.0269819403507129,0.0259413153935482,0.0235016526426107,0.0234542625875438,0.0230218178828462
"O81845",7.80784128849773,4.02985356825689,2.51865848016056,3.27425602420872,1.51119508809633,2.51865848016056,1.76306093611239,8.81530468056195,0.503731696032111,3.77798772024083,8.56343883254589,5.54104865635323,1.76306093611239,3.02239017619267,3.27425602420872,4.02985356825689,4.28171941627295,0.755597544048167,2.2667926321445,7.05224374444956,0.025246570551386,0.0275269110904495,0.0246929977652858,0.0235603182037765,0.0246713649148702,0.0263643526095512,0.0248146483780986,0.0240572556947487,0.0242406772481785,0.0264707830938163,0.0248334536300517,0.0247531350671848,0.0214749799176462,0.0252568949299337,0.0263516012098621,0.0210933844917224,0.0250391888821419,0.0260845580041054,0.0268809079418127,0.0226881623360924,0.0262691923654695,0.0269823438990065,0.024975580439111,0.0260470974277355,0.0248568030346453,0.0269819403507129,0.0259413153935482,0.0235016526426107,0.0234542625875438,0.0230218178828462
"O77792",6.88047911389704,4.49877480524037,2.1170704965837,3.17560574487556,1.85243668451074,2.38170430865667,3.70487336902148,6.88047911389704,1.32316906036481,3.70487336902148,7.14511292597,3.44023955694852,3.44023955694852,3.70487336902148,3.96950718109444,4.76340861731333,6.88047911389704,0.529267624145926,2.91097193280259,5.82194386560519,0.024805314517933,0.0275023960911656,0.0240219523962567,0.022109359110877,0.0243754232440986,0.0268980296194242,0.0253577448729426,0.0220209120687109,0.0234364073156923,0.024537298134425,0.0261248477000403,0.0235718808430066,0.021927688137408,0.0247733091673079,0.0266505658889067,0.0213655638807682,0.0238280281561791,0.0266124920657783,0.0260763197095056,0.0234906032992232,0.0239445200967441,0.0265614541419993,0.0252157072228682,0.0250943863879395,0.0237750178641256,0.0256184495647072,0.0255600882578132,0.0240064087017154,0.0214733637905394,0.0246306556789354
"Q9N2I9",6.9237382954622,4.52705965472528,2.39667864073691,2.92927389423401,2.13038101398837,2.66297626748546,3.4618691477311,6.65744066871365,1.06519050699418,3.4618691477311,7.19003592221074,3.72816677447964,2.92927389423401,3.4618691477311,4.26076202797674,4.79335728147383,7.19003592221074,0.532595253497092,2.92927389423401,6.3911430419651,0.0254332868298961,0.0269257324718625,0.0239423865462752,0.0226869118332122,0.0235955115651109,0.026408457290962,0.0250608277848432,0.0220307079382121,0.0233840071261129,0.0245397048931869,0.0259375751077391,0.0237353088933102,0.021747235645683,0.024361309312664,0.0268765907037935,0.020826069772128,0.0235545368149435,0.0260101678439069,0.0259768893927598,0.0237026250455765,0.0236494346255177,0.0266180041406258,0.0258374591140117,0.0245997157245671,0.0243723009284062,0.0253387447329309,0.0263348175691868,0.0240616837176747,0.0219475551370168,0.0242068147493381
"Q54MZ4",5.24169488568568,3.14501693141141,4.19335590854855,2.09667795427427,1.31042372142142,2.62084744284284,2.62084744284284,6.55211860710711,0.786254232852853,6.29003386282282,8.12462707281281,4.9796101414014,1.31042372142142,3.66918641997998,3.14501693141141,3.66918641997998,6.29003386282282,0.262084744284284,4.19335590854855,5.24169488568568,0.0236311862730903,0.02561550373347,0.0229867470572048,0.0222891045841343,0.0247761980338822,0.0257966379289149,0.0232682473498681,0.0224876490171577,0.0223596912213696,0.0266172458075283,0.024959978771039,0.0255052938115609,0.0219661163509121,0.0242751009955193,0.0259971512928677,0.0230155359917317,0.0253232836788708,0.0256438225889881,0.0261909284737338,0.0224559954798292,0.0247736977556305,0.0253147123545461,0.0261145693184414,0.0241921079654266,0.0255208528188617,0.0279252916770466,0.0244925492546789,0.0237573715077958,0.0260204837183632,0.024642200903252
"O97649",6.8727137333735,4.75803258464319,2.90768657950417,2.90768657950417,1.85034600513902,2.64335143591288,3.70069201027804,6.34404344619092,1.05734057436515,3.17202172309546,7.13704887696479,3.70069201027804,2.90768657950417,2.90768657950417,4.75803258464319,4.75803258464319,6.07970830259963,0.528670287182577,2.90768657950417,7.13704887696479,0.0254438446598473,0.0274712921606349,0.0233926951652226,0.0215859647451439,0.0232256511503244,0.0272070752821789,0.0255064442314139,0.022126628318342,0.0232457200179315,0.0241054131927145,0.0261504902216937,0.0233970376529242,0.021341653509916,0.024988579816375,0.0272871073148708,0.0206694617451878,0.0231954672876379,0.0258086856489878,0.0262940680983735,0.0236953678682804,0.0236690221688496,0.0266878778051079,0.0259434360219223,0.0250099878921851,0.0246680282740968,0.0253973756977793,0.0267652567922577,0.0241944183607205,0.0224409658984886,0.0247498394093027
"P56499",6.32227175009313,5.31070827007823,1.77023609002608,2.52890870003725,1.77023609002608,2.78179957004098,3.0346904400447,6.82805349010058,1.26445435001863,3.0346904400447,6.0693808800894,3.0346904400447,3.28758131004843,3.79336305005588,4.29914479006333,4.0462539200596,6.0693808800894,0.758672610011175,2.52890870003725,7.0809443601043,0.0260262851097485,0.0272006055763912,0.0242574805522618,0.0222594930655836,0.0238460530619262,0.0267281376424861,0.0253291478232364,0.0223569531589344,0.0242693661676919,0.0250320151853478,0.0262282114100814,0.0236393803031134,0.0226402532477581,0.0243182471869528,0.027340949284472,0.0210033839381868,0.0237005569866804,0.0268931665214859,0.0273107462463702,0.0235524643544974,0.0241892309034423,0.0272988787784578,0.0262769203627812,0.0251969053884521,0.0253084625024617,0.0260709871049755,0.0268862426860329,0.024268091537728,0.0232553715236049,0.0244251423851321
"P56501",7.00129000748909,5.25096750561682,1.75032250187227,2.25041464526435,1.75032250187227,3.00055286035247,3.00055286035247,6.50119786409701,1.25023035848019,3.00055286035247,6.00110572070493,3.25059893204851,3.25059893204851,3.75069107544058,3.75069107544058,3.75069107544058,5.75105964900889,0.750138215088117,2.75050678865643,7.00129000748909,0.0259491527565249,0.0269457590353563,0.0244902519996563,0.022323138491866,0.0234482092856616,0.0265919969177298,0.0251875132282627,0.0226104913715569,0.0244875621052819,0.0254239945903503,0.0264566199782341,0.0235918941263827,0.022852036656279,0.0246537205884932,0.0272381540723444,0.0211576705640297,0.0241747085720519,0.027491793031648,0.0274875812518252,0.0238466457305301,0.0243900573464004,0.0275578136598299,0.0266414841453762,0.0251670150910807,0.0254030324788542,0.0259353650745658,0.0267984873655497,0.0240096299314673,0.0229815205958075,0.0246606282609646
"Q6NUK1",4.94965806881603,3.21727774473042,1.97986322752641,1.48489742064481,0.742448710322404,3.21727774473042,2.96979484128962,7.91945291010564,0.494965806881603,4.70217516537523,6.68203839290164,5.19714097225683,2.96979484128962,2.22734613096721,2.72231193784882,4.20720935849362,3.71224355161202,1.23741451720401,3.46476064817122,4.45469226193442,0.0233939909174343,0.0280747173784032,0.0242405998658623,0.023731486909441,0.0249713190580189,0.0269635600181987,0.0269118599815605,0.0223152919076368,0.0242963263990901,0.0270159132434911,0.0274460926824337,0.0234774095112288,0.0231863390064638,0.0259109179263124,0.0278014471803365,0.0231182010457914,0.0236021536414632,0.0269446438884529,0.0259223673209704,0.0230521504603465,0.0221989777159997,0.0260389430291851,0.0256224045236074,0.0245748292836414,0.0252688833625164,0.0280851783408446,0.025524065618411,0.0247612385596336,0.0229411091936865,0.0251246785887363
"P55916",6.98853302182935,4.03184597413232,2.41910758447939,3.49426651091468,2.15031785287057,2.41910758447939,3.7630562425235,6.45095355861171,0.806369194826464,2.95668704769703,6.98853302182935,4.03184597413232,2.95668704769703,3.7630562425235,4.56942543734996,4.30063570574114,6.45095355861171,0.537579463217642,2.95668704769703,7.79490221665582,0.0255310891561697,0.0272892778866294,0.0244715076183263,0.0222276906645114,0.0236623919672556,0.0262506893844859,0.0250132475415519,0.0221105700371981,0.0231037332267828,0.0240054284060515,0.0254084790659092,0.0233184744463715,0.0222006310752627,0.0249743925471986,0.0265216470756323,0.0209117465407798,0.0232183538231541,0.0264244899709498,0.0251491038793318,0.0237719725170142,0.0234490936483049,0.0267932920211232,0.0254715698217138,0.0239636349840522,0.0249037688829611,0.0249306771926408,0.0253796166935129,0.0241309893923839,0.0224960052593298,0.0241267036645898
