"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"",5.94522061841675,4.91126920651818,6.46219632436603,7.49614773626459,2.06790282379713,8.01312344221387,3.36034208867033,7.75463558923923,2.06790282379713,10.081026266011,10.5980019719603,6.20370847139139,2.58487852974641,8.01312344221387,5.6867327654421,6.72068417734067,9.04707485411244,1.80941497082249,5.16975705949282,9.56405056006172,0.0242358235338522,0.0251708446041104,0.0244657126259473,0.0253481570814646,0.0256536289632824,0.0243707852691172,0.0241363846136814,0.0225476632359264,0.0247729900832015,0.0241985051959874,0.0228195759396744,0.0246013463374105,0.023732163740913,0.0250424851167904,0.0272851525201294,0.0242433856785255,0.0244863973721647,0.024215468083239,0.0253062605801085,0.0251948656821947,0.0257447540833287,0.0249374415928347,0.0249429510696515,0.0234964592600743,0.026035050501031,0.0254025420833611,0.0249211590085831,0.0250247887685001,0.025298734771081,0.0238806696291923
"Q14108",5.94522061841675,4.91126920651818,6.46219632436603,7.49614773626459,2.06790282379713,8.01312344221387,3.36034208867033,7.75463558923923,2.06790282379713,10.081026266011,10.5980019719603,6.20370847139139,2.58487852974641,8.01312344221387,5.6867327654421,6.72068417734067,9.04707485411244,1.80941497082249,5.16975705949282,9.56405056006172,0.0242358235338522,0.0251708446041104,0.0244657126259473,0.0253481570814646,0.0256536289632824,0.0243707852691172,0.0241363846136814,0.0225476632359264,0.0247729900832015,0.0241985051959874,0.0228195759396744,0.0246013463374105,0.023732163740913,0.0250424851167904,0.0272851525201294,0.0242433856785255,0.0244863973721647,0.024215468083239,0.0253062605801085,0.0251948656821947,0.0257447540833287,0.0249374415928347,0.0249429510696515,0.0234964592600743,0.026035050501031,0.0254025420833611,0.0249211590085831,0.0250247887685001,0.025298734771081,0.0238806696291923
"O35114",5.90574133248927,4.56352739328717,8.85861199873391,6.17418412032969,2.14754230272337,8.85861199873391,3.7581990297659,8.05328363521265,2.14754230272337,9.39549757441475,13.1536966041807,5.90574133248927,2.95287066624464,8.05328363521265,5.90574133248927,6.44262690817012,9.39549757441475,1.61065672704253,4.56352739328717,10.4692687257764,0.023823232462468,0.0253305833129831,0.0241452294256129,0.025119076951602,0.0259961897103423,0.023879307870032,0.0236739415051444,0.0226214896141883,0.0247966286452245,0.0242982672325722,0.0227894502902386,0.0241770474258264,0.0235237444247513,0.02475627557067,0.0272218683805265,0.0233518824178958,0.0247539459641857,0.0239941345667817,0.0248056264569832,0.0246118019561046,0.0252381364961774,0.0243545274028867,0.0245659686468643,0.0227998235837572,0.0257384754795074,0.024458372469167,0.0245686746777315,0.0246111824963934,0.0240623276534276,0.0234899990695324
"P27615",6.41062935256876,4.80797201442657,8.28039624706798,5.8764102398547,2.13687645085625,9.08172491613908,4.00664334535548,7.74617713435392,1.60265733814219,9.61594402885314,11.4857109233524,5.60930068349767,2.93820511992735,8.54750580342502,6.14351979621173,6.41062935256876,10.4172726979242,1.60265733814219,4.80797201442657,10.1501631415672,0.0236463640417978,0.0256316518041878,0.0238807289856971,0.0247265251448525,0.0257900469135456,0.0239964751035133,0.0238621427186305,0.0229734074734263,0.0251205865874774,0.024306006874983,0.0222836577624051,0.0241319401194494,0.0235304600791071,0.02490332345687,0.0273489601054846,0.0236571949874172,0.0246888951923259,0.0242175500730595,0.0251687543067316,0.0247799906460511,0.0253235849957078,0.0241503681317603,0.024537352575819,0.0228283293863307,0.0256497791342766,0.0247831534831499,0.0243609819793137,0.0247525140230084,0.0240302457630403,0.0238294717935487
"Q8I9S2",5.53275272760213,4.02382016552882,5.53275272760213,7.54466281036654,1.50893256207331,7.04168528967544,3.52084264483772,7.7961515707121,2.51488760345551,8.04764033105765,9.05359537243985,9.55657289313096,3.77233140518327,7.04168528967544,7.04168528967544,3.77233140518327,5.02977520691103,2.01191008276441,2.76637636380107,8.55061785174875,0.023901428890557,0.0251491299566856,0.0248774758341528,0.0252142185395602,0.0258783902009833,0.0249917775451048,0.0237014193842472,0.0244420475641463,0.0247391596783966,0.0237704649065115,0.023988222028882,0.0244184066756736,0.0249086238433701,0.0253355989997552,0.0267236072000646,0.0253148162501577,0.0262852180890354,0.0257885347539133,0.0249973105544935,0.0244785542754312,0.0246706133420539,0.0247817482615452,0.0246958595020494,0.0256885625333718,0.0255732824196802,0.0257910874154489,0.0252695236044117,0.0265212899248487,0.0235389509031494,0.0230759165767674
"Q8I9S1",5.8127755568298,3.79094058054117,4.54912869664941,7.83461053311843,1.51637623221647,6.82369304497411,3.03275246443294,7.58188116108235,2.02183497628863,7.83461053311843,9.09825739329882,9.85644550940705,3.79094058054117,7.32915178904627,7.07642241701019,3.5382112085051,7.07642241701019,2.02183497628863,2.52729372036078,9.09825739329882,0.023876812742215,0.0249566090316818,0.0246497412911839,0.0252665632816589,0.0249696999419873,0.0250267474126298,0.0233182624806859,0.0240950179396106,0.0245974942285077,0.0235996740624477,0.0239949228862428,0.0251380039034014,0.0248865298514692,0.0252469445296092,0.0265188368285209,0.0250378611357359,0.026026572940056,0.0255427794394089,0.0249802472578858,0.0246157298095492,0.0252370393303611,0.0246998411564341,0.0247704486705996,0.0254726508613943,0.0259600898758752,0.0260893965417776,0.0253511945696753,0.0265962560654571,0.0237776684060357,0.0229709914918238
"Q9U1G3",5.55162731329032,3.78520044087976,4.79458722511436,7.82274757781817,1.5140801763519,6.81336079358357,3.28050704876246,7.31805418570087,2.01877356846921,7.57040088175952,9.33682775417008,10.093867842346,3.78520044087976,7.31805418570087,7.31805418570087,3.28050704876246,6.56101409752492,2.01877356846921,2.52346696058651,9.33682775417008,0.0240040358023488,0.0250643375528815,0.024725640069792,0.0246885958448129,0.0252645200100961,0.0249729236578126,0.023374902399611,0.0241325800964826,0.0247558251863366,0.0237468811792906,0.0240118720076369,0.0249085960691191,0.0247395217464653,0.0250594183478804,0.0266909715546506,0.0250368665822734,0.0261948386799572,0.0255980968236565,0.0251777877791169,0.02436130219864,0.0251332399348878,0.0243389851641487,0.0248688001606819,0.0256555518151062,0.0260217043107624,0.0257566042874911,0.0254440189364644,0.0268325352775886,0.024084324914654,0.0230080255507034
"B2LT48",4.80035817303593,3.78975645239678,4.54770774287614,7.83216333495335,1.51590258095871,6.56891118415442,3.03180516191743,7.57951290479357,2.02120344127828,8.33746419527292,9.34806591591207,9.85336677623164,3.537106022237,7.32686247463378,7.074212044474,3.537106022237,7.074212044474,2.02120344127828,2.77915473175764,9.34806591591207,0.0237729502706789,0.0250742660137384,0.0246063854328028,0.0250915483319392,0.025274184431638,0.0250308383309856,0.0235285751992418,0.024107475071077,0.0248066562432725,0.0236700175906734,0.0240873763949107,0.0249778016704875,0.0249767453706481,0.025253309177956,0.0264173088798403,0.0249819669019793,0.0260403862151503,0.0254359754818001,0.024918232742009,0.0245827435077279,0.0250210726113455,0.0247009967938495,0.0247125936509431,0.025674709205216,0.0256287354605427,0.0257658078114899,0.0255075340586091,0.0267023594370091,0.0239870427764232,0.0230139747762294
"Q9GPH7",6.40395558865686,3.58621512964784,5.63548091801804,6.40395558865686,1.53694934127765,7.94090492993451,3.58621512964784,6.91627203574941,2.0492657883702,7.68474670638823,9.22169604766588,9.73401249475843,6.91627203574941,6.91627203574941,6.91627203574941,4.35468980028667,4.86700624737921,2.0492657883702,3.58621512964784,7.42858848284196,0.0247684447081514,0.0248118499267118,0.0235597978561374,0.0241203448296386,0.0245036398051386,0.0247563837992073,0.0237049645707841,0.0243093002900371,0.0247626630249162,0.0242108349271404,0.0238100044025829,0.0254597987427616,0.0259047864269247,0.0248974630291964,0.0259237409203934,0.0247268708577173,0.0272403204040598,0.0240585078902809,0.0246038038435296,0.0247357938810399,0.0253604662853451,0.0257209102019325,0.0246392037639006,0.0250824771657923,0.0247303871024013,0.0255351843984421,0.0256657842458774,0.0253859061172335,0.0239537224875103,0.0228984205489412
"B4GMC9",6.30308238585458,4.20205492390306,4.72731178939094,6.04045395311064,1.83839902920759,7.09096768408641,3.15154119292729,8.14148141506217,2.62628432743941,3.93942649115911,12.0809079062213,6.82833925134246,4.72731178939094,9.19199514603793,7.09096768408641,5.25256865487882,7.87885298231823,1.83839902920759,2.36365589469547,8.40410984780611,0.0242004119191473,0.0249331344993644,0.0230735614812032,0.025121024332267,0.026005140415471,0.0235133645365179,0.0257590876404179,0.0235719261073354,0.0250797610736778,0.0249720598580223,0.0235502999516212,0.0251674830879197,0.0244845758299203,0.0241588682847194,0.0254969075726233,0.0256399365248885,0.0251876975267598,0.0249522042460056,0.0239773625737647,0.0241647791311904,0.0235679277239309,0.0239893193646443,0.0245714058735353,0.024261105800998,0.0256963541971662,0.0249145193413922,0.0246446124298558,0.0262477612258418,0.0233785052620151,0.023090469443842
