"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"",5.59459774995274,4.19594831246455,4.47567819996219,2.2378390999811,2.51756898747873,1.39864943748818,2.51756898747873,4.75540808745983,1.67837932498582,6.15405752494801,11.1891954999055,1.95810921248346,2.79729887497637,9.23108628742202,1.95810921248346,8.95135639992438,3.91621842496692,1.39864943748818,2.51756898747873,9.79054606241729,0.0223781669971768,0.0230676120475613,0.0241514707468279,0.0243474872944785,0.023283188652217,0.0252521257371357,0.0246034514857509,0.0231387875567724,0.0237024180933565,0.0244626499911429,0.0240328764922406,0.0231828514783574,0.0230248949575433,0.0246629743991088,0.024876492207972,0.024724317338904,0.0233824271980466,0.0245821979739244,0.0253547586959561,0.0250030502206204,0.0244249524659813,0.0251093274807421,0.0246929195837322,0.0239463393624089,0.0236632931273572,0.0234060880955752,0.0238235526986355,0.0231884555432482,0.0238901764364123,0.0229108081431766
"O45767",5.59459774995274,4.19594831246455,4.47567819996219,2.2378390999811,2.51756898747873,1.39864943748818,2.51756898747873,4.75540808745983,1.67837932498582,6.15405752494801,11.1891954999055,1.95810921248346,2.79729887497637,9.23108628742202,1.95810921248346,8.95135639992438,3.91621842496692,1.39864943748818,2.51756898747873,9.79054606241729,0.0223781669971768,0.0230676120475613,0.0241514707468279,0.0243474872944785,0.023283188652217,0.0252521257371357,0.0246034514857509,0.0231387875567724,0.0237024180933565,0.0244626499911429,0.0240328764922406,0.0231828514783574,0.0230248949575433,0.0246629743991088,0.024876492207972,0.024724317338904,0.0233824271980466,0.0245821979739244,0.0253547586959561,0.0250030502206204,0.0244249524659813,0.0251093274807421,0.0246929195837322,0.0239463393624089,0.0236632931273572,0.0234060880955752,0.0238235526986355,0.0231884555432482,0.0238901764364123,0.0229108081431766
"P34490",4.85912606246252,4.3476391085191,2.55743476971712,1.79020433880198,1.79020433880198,1.53446086183027,2.55743476971712,2.04594781577369,1.02297390788685,6.6493304012645,7.67230430915135,1.79020433880198,1.79020433880198,8.18379126309477,2.04594781577369,4.3476391085191,4.3476391085191,1.27871738485856,2.81317824668883,4.60338258549081,0.0237660734324148,0.024819217191335,0.023110883640729,0.0240963321550667,0.0237473704982801,0.0246610229243532,0.0234123671867673,0.0219625774185601,0.0244384849691212,0.0241967184001469,0.0243674643792338,0.0251148086290512,0.0263173948021971,0.0259707338226468,0.0246528370295728,0.0257846948624729,0.0259843913960099,0.0246335481324158,0.0267287690588624,0.0247324347808074,0.0286784207313725,0.0262545344881012,0.0247958421777947,0.0253851177867829,0.0253685887811027,0.0239745422839383,0.0256867978971802,0.0248206998488006,0.0234843159324008,0.02330953839077
"Q9MYW9",3.30261452511532,3.30261452511532,3.02739664802238,1.9265251396506,3.30261452511532,1.37608938546472,0.550435754185887,1.9265251396506,1.10087150837177,7.98131843569536,7.15566480441653,3.02739664802238,3.02739664802238,5.22913966476592,3.02739664802238,4.12826815639415,5.77957541895181,1.65130726255766,3.30261452511532,7.15566480441653,0.0229504916353813,0.0234957864295697,0.0199312988325731,0.0223486945392954,0.0218422740626269,0.0236715469581566,0.024228895665694,0.023805532721816,0.0234158572972003,0.0249864289250144,0.0239246340738019,0.0245432862323174,0.023636553662169,0.0242345979840114,0.0258309156186855,0.0241393466101783,0.023629445117113,0.0244097568895046,0.0263193869302482,0.0246680075186225,0.0251178443067102,0.0244536270330971,0.0249842391311668,0.0261093638132776,0.0242807217724838,0.02638276024777,0.0241900717638402,0.0258374841186214,0.0246078751266946,0.0228053978894152
"Q95M54",3.31034657128958,3.31034657128958,3.31034657128958,1.65517328564479,3.31034657128958,1.37931107137066,0.551724428548263,1.93103549991892,1.10344885709653,8.00000421394981,7.44827978540155,3.03448435701545,3.03448435701545,5.2413820712085,3.03448435701545,3.86207099983784,5.79310649975676,1.65517328564479,3.31034657128958,7.17241757112742,0.022874612096808,0.023776725827498,0.0196409365942835,0.0217709104393479,0.0220412645154695,0.0234982485572204,0.0241889508353469,0.023842905134006,0.0232176661787884,0.0249022834456254,0.0236712187906652,0.0246729016978401,0.0238126785278955,0.0240236638148933,0.0256557273427766,0.0240389086840321,0.0236219254413517,0.0244997933190806,0.0261934605690429,0.0246907261359075,0.0249469815540789,0.0246912136919069,0.025172427069512,0.0262073410377552,0.0244992092157123,0.0259316100417087,0.0243395248594292,0.0258102316918949,0.0246873949459522,0.0232163436700388
"P33535",3.58214803794219,3.30659818886972,3.30659818886972,1.65329909443486,3.30659818886972,1.37774924536238,0.551099698144953,1.92884894350734,1.10219939628991,7.71539577402934,7.16429607588439,3.03104833979724,3.03104833979724,5.51099698144953,3.03104833979724,3.58214803794219,6.06209667959448,1.65329909443486,3.30659818886972,7.16429607588439,0.0228836640260001,0.0237834134984335,0.0195810349810035,0.0217797125783968,0.0220106550208493,0.0235467801285993,0.0241290144971989,0.0238232988000755,0.0233699165647363,0.0248951454764983,0.0239070530488403,0.02458466280534,0.0237715166342624,0.0237029777121385,0.0257006412846984,0.0240136514775016,0.023569487774317,0.0247072354417255,0.0261234855240607,0.0244958592552035,0.0249887347723163,0.0246275540094365,0.0250957725701904,0.0260919769686369,0.0244801378236445,0.0261618736835663,0.0243931848588924,0.0258798852511611,0.0250072808412129,0.0233445436185869
"P42866",3.57681474338408,3.30167514773915,3.57681474338408,1.65083757386958,3.30167514773915,1.37569797822465,0.550279191289858,1.9259771695145,1.10055838257972,7.70390867805802,7.15362948676816,3.02653555209422,3.02653555209422,5.50279191289858,3.02653555209422,3.57681474338408,5.77793150854351,1.65083757386958,3.30167514773915,7.15362948676816,0.0229557187318424,0.0238344212761257,0.0195981035101559,0.0217008465472307,0.0220506647839917,0.0236199448862252,0.0240810890054495,0.0238405667840444,0.0233423506965562,0.0248267830317121,0.0239523901649193,0.024603127434728,0.0237266390671302,0.023723204573092,0.0257421062505228,0.0240692952679326,0.0235665987592042,0.0247370863383941,0.0261298624031939,0.0245289102161626,0.0250295088547332,0.024660275486623,0.0250778828430998,0.0260678938974357,0.0243841686049446,0.0261813892232564,0.0244729154276942,0.0258795473202902,0.0250731851724829,0.0234039277958972
"Q5IS39",3.5815523116584,3.30604828768468,3.30604828768468,1.65302414384234,3.30604828768468,1.37752011986862,0.551008047947447,1.92852816781606,1.10201609589489,7.71411267126425,7.16310462331681,3.03054426371096,3.03054426371096,5.51008047947447,3.03054426371096,3.5815523116584,6.06108852742191,1.65302414384234,3.30604828768468,7.16310462331681,0.0228791480239113,0.023794084806273,0.0195674109107803,0.021806447548571,0.0219754059981379,0.0235316221541401,0.0241921257771605,0.0238703687836149,0.0233478519156038,0.0249559537318811,0.0238380975031484,0.0246782576023792,0.0238410463824229,0.0237393947977449,0.0257044990973705,0.0240204648397988,0.0235553015885716,0.0246732412800366,0.0261279594916476,0.0245040336533931,0.0249755005909129,0.0246384208432615,0.025130407275869,0.026125617548058,0.0244863993428346,0.0261174956226167,0.0243859162608594,0.0258759150097571,0.0249074378963482,0.0232501497491719
"Q5IS84",3.57974533183713,3.3043803063112,3.3043803063112,1.6521901531556,3.3043803063112,1.37682512762967,0.550730051051866,1.92755517868153,1.10146010210373,7.71022071472613,6.88412563814833,3.02901528078526,3.02901528078526,5.50730051051866,3.02901528078526,3.3043803063112,6.05803056157053,1.6521901531556,3.3043803063112,7.43485568920019,0.0229469543697157,0.0238538667607238,0.0195394437175266,0.0218242929574629,0.0219301348849072,0.0235442028014189,0.0240295381620695,0.0237410246845584,0.0234446244025123,0.0247407355859572,0.0238548970151909,0.0245991815853929,0.0239026497498505,0.0237316152736161,0.0257658539622848,0.0240416431119477,0.0235418732726373,0.0247647804524216,0.0260357965442109,0.0245604985174962,0.0250490794326832,0.0246985319573121,0.0252188940981964,0.0261307006917419,0.0245475633539959,0.0260477182653221,0.0243708118710658,0.025745074934789,0.0250799557303231,0.0233530363267362
"P35372",3.5815523116584,3.30604828768468,3.30604828768468,1.65302414384234,3.30604828768468,1.37752011986862,0.551008047947447,1.92852816781606,1.10201609589489,7.71411267126425,7.16310462331681,3.03054426371096,3.03054426371096,5.51008047947447,3.03054426371096,3.5815523116584,6.06108852742191,1.65302414384234,3.30604828768468,7.16310462331681,0.0228791480239113,0.023794084806273,0.0195674109107803,0.021806447548571,0.0219754059981379,0.0235316221541401,0.0241921257771605,0.0238703687836149,0.0233478519156038,0.0249559537318811,0.0238380975031484,0.0246782576023792,0.0238410463824229,0.0237393947977449,0.0257044990973705,0.0240204648397988,0.0235553015885716,0.0246732412800366,0.0261279594916476,0.0245040336533931,0.0249755005909129,0.0246384208432615,0.025130407275869,0.026125617548058,0.0244863993428346,0.0261174956226167,0.0243859162608594,0.0258759150097571,0.0249074378963482,0.0232501497491719
