"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"",0.010770784247728,0.012117132278694,0.141703130259172,0.0652978795018512,0.00403904409289801,0.0834735779198923,0.0696735106024907,0.00807808818579603,0.0309660047122181,0.133961629081117,0.0784247728037698,0.13901043419724,0.0171659373948166,0.0276001346348031,0.00471221810838102,0.0414002019522046,0.0454392460451027,0.00168293503870751,0.0585661393470212,0.0259171995960956
"P86148",0.010770784247728,0.012117132278694,0.141703130259172,0.0652978795018512,0.00403904409289801,0.0834735779198923,0.0696735106024907,0.00807808818579603,0.0309660047122181,0.133961629081117,0.0784247728037698,0.13901043419724,0.0171659373948166,0.0276001346348031,0.00471221810838102,0.0414002019522046,0.0454392460451027,0.00168293503870751,0.0585661393470212,0.0259171995960956
"Q00798",0.0455696202531646,0.0265822784810127,0.0784810126582278,0.0620253164556962,0.00590717299578059,0.135864978902954,0.0383966244725738,0.0253164556962025,0.0143459915611814,0.0734177215189873,0.0864978902953586,0.127848101265823,0.0291139240506329,0.0244725738396624,0.00590717299578059,0.0814345991561181,0.0472573839662447,0.00126582278481013,0.0383966244725738,0.0518987341772152
"Q9TV63",0.0988909426987061,0.0628465804066543,0.0360443622920518,0.0545286506469501,0.0055452865064695,0.176524953789279,0.0822550831792976,0.0184842883548983,0.0175600739371534,0.0434380776340111,0.118299445471349,0.120147874306839,0.0240295748613678,0.00739371534195933,0.000924214417744917,0.0462107208872458,0.044362292051756,0.00184842883548983,0.00739371534195933,0.033271719038817
"Q076A7",0.0961182994454713,0.0628465804066543,0.0360443622920518,0.0545286506469501,0.0055452865064695,0.176524953789279,0.0813308687615527,0.0194085027726433,0.0175600739371534,0.0480591497227357,0.117375231053604,0.120147874306839,0.0231053604436229,0.00831792975970425,0.000924214417744917,0.0452865064695009,0.0462107208872458,0.00184842883548983,0.00646950092421442,0.0323475046210721
"Q9TV62",0.0979667282809612,0.0619223659889094,0.0388170055452865,0.0563770794824399,0.0055452865064695,0.176524953789279,0.0822550831792976,0.0157116451016636,0.0194085027726433,0.0397412199630314,0.113678373382625,0.119223659889094,0.0249537892791128,0.00739371534195933,0.000924214417744917,0.0489833641404806,0.0434380776340111,0.00184842883548983,0.00646950092421442,0.0388170055452865
"Q9TV61",0.0961182994454713,0.0628465804066543,0.0360443622920518,0.0573012939001848,0.0055452865064695,0.175600739371534,0.0822550831792976,0.0157116451016636,0.0175600739371534,0.044362292051756,0.11460258780037,0.119223659889094,0.0249537892791128,0.00646950092421442,0.000924214417744917,0.0489833641404806,0.0452865064695009,0.00184842883548983,0.00831792975970425,0.0360443622920518
"Q8MJV1",0.0979667282809612,0.0637707948243993,0.0351201478743068,0.0545286506469501,0.0055452865064695,0.176524953789279,0.0831792975970425,0.0203327171903882,0.0166358595194085,0.0462107208872458,0.120147874306839,0.119223659889094,0.0212569316081331,0.00831792975970425,0.000924214417744917,0.0452865064695009,0.0452865064695009,0.00184842883548983,0.00646950092421442,0.0314232902033272
"Q8MJV0",0.0988909426987061,0.0619223659889094,0.0360443622920518,0.0582255083179298,0.0055452865064695,0.174676524953789,0.0813308687615527,0.0175600739371534,0.0194085027726433,0.044362292051756,0.115526802218115,0.119223659889094,0.0249537892791128,0.00646950092421442,0.000924214417744917,0.0462107208872458,0.044362292051756,0.00184842883548983,0.00831792975970425,0.0341959334565619
"Q5SX39",0.0979667282809612,0.0619223659889094,0.0397412199630314,0.0591497227356747,0.0055452865064695,0.173752310536044,0.0831792975970425,0.0166358595194085,0.0184842883548983,0.0415896487985213,0.115526802218115,0.119223659889094,0.0258780036968577,0.00739371534195933,0.000924214417744917,0.0480591497227357,0.0415896487985213,0.00184842883548983,0.00646950092421442,0.0351201478743068
